label,article
<WCB>,"Bush was ""determined to knock down Saddam Hussein"" because of his ""nuclear  bomb potential."""
<RR>,"I must be telling the truth, since I’m not lying."
<RR>,"Everything I say is true. This is true because I said it, and everything I say is true."
<RR>,God exists because the Bible says so. The Bible is a reliable source because it is the  word of God.
<RR>,Smoking pot is against the law because it's wrong; I know it's wrong because it is against the law.
<RR>,"According to my brain, my brain is reliable."
<FU>,"Everyone knows that Japanese DVD players are the best. After all, the outsell American players two-to-one."
<FU>,"Millions of people are Marxists, so Marxist economic and political theories are  correct."
<FU>,An opinion article in a campus newspaper states that in an all-campus survey 95% of students think that tuition should be lowered and therefore tuition should be lowered immediately.
<FU>,Almost everyone at my school will be at the party Friday night. It must be the right thing to do.
<FU>,"Everyone knows that Japanese DVD players are the best. After all, the outsell American players two-to-one."
<IR>,Discoveries from Archimedes should be dismissed because he made them in a bathtub and not a proper university laboratory.
<IR>,"Boris is not qualified to make suggestions about our penal system. As an ex-convict, he would always take the criminals’ side."
<IR>,"Mayor Jones’ anti-DUI campaign should not be taken seriously. After all, the mayor himself was cited for driving under the influence in college"
<IR>,"She asserts that we need more military spending, but that is false, since she is only saying it because she is a Republican."
<IR>,"I think that we should reject what Father Jones has to say about the ethical issues of abortion because he is a Catholic priest. After all, Father Jones is required to hold such views"
<IR>,"Of course the Senator from Maine opposes a reduction in naval spending. After all, Bath Ironworks, which produces warships, is in Maine."
<IR>,"Bill claims that tax breaks for corporations increases development. Of course, Bill is the CEO of a corporation."
<IR>,"Oprah Winfrey's diet advice is useless;  she has had problems with maintaining her weight for most of her life, bouncing back and forth between being overweight and slender."
<IR>,MacDougal roots for a British football team. Clearly he's unfit to be a police chief in Ireland.
<IR>,"But, Dad, I know you smoked when you were my age, so how can you tell me not to do it?"
<IR>,You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.
<IR>,"Professor, please, PLEASE reconsider my grade on the Final! I know I only answered 7% of the questions correctly, but I didn’t really deserve an F! In the past week I sprained my ankle, my dog ran away, and my kitchen caught on fire! I think it’s only fair I get a chance to retake the test!"
<IR>,"I cannot get a job because the public education system failed me;  I have to steal to  survive.  It is society's fault, not mine."
<IR>,"Professor, you have to give me an A on this paper. I know I only turned in a sentence and some clip art, but you have to understand, my grandmother suddenly died while traveling in the Northern Yukon, and her funeral was there so I had to travel, and my parents got divorced in the middle of the ceremony, and all the stress caused me to become catatonic for two weeks. Have some pity — my grandmother's last wish was that I'd get an A in this class."
<IR>,"Same-sex marriage must be prohibited, or the family structure as we know it will  collapse."
<IR>,"Evolution cannot be true. If it were true, we’d all be smelly apes."
<IR>,"If you don’t agree to sign the labor agreement, we’ll fire you."
<IR>,"If you do not believe in God, you will go to hell."
<FE>,"Because recent polling indicates that no voters in the county are strongly in favor of the proposed amendment, we can expect strong opposition to the amendment when it is voted on next month."
<FE>,"In the United States, one can vote for either Democrats or Republicans."
<FE>,"At a recent cocktail party, the conversation has turned to family pets, and your friend asks you “Are you a cat or a dog person?"""
<FE>,Either we go to war or we appear weak.
<FE>,Either you love me or you hate me.
<FE>,America: Love it or leave it
<FE>,Either you are with me or you are against me.
<FE>,"Either you believe what I’m saying, or you must believe exactly the opposite."
<FE>,"In the United States, one can vote for either Democrats or Republicans."
<FE>,Don’t waste your money on a home security system; master thieves will still be able to get into your house.
<DEP>,"I like my steak rare. But I don’t care for aardvark steak, even though it’s the rarest steak in the world."
<DEP>,"It is immoral to kill an innocent human being.  Fetuses are innocent human  beings.  Therefore, it is immoral to kill fetuses."
<DEP>,"“Every society is, of course, repressive to some extent – as Sigmund Freud pointed out, repression is the price we pay for civilization.”
"
<DEP>,He said a lovely lady like me doesn't have to worry about his bear because this is a man-eating bear.
<DEP>,His political party wants to spend your precious tax dollars on big government. But my political party is planning strategic federal investment in critical programs.
<DEP>,I don't understand why you're saying I broke a promise. I said I'd never speak to my ex-girlfriend again. And I didn't. I just sent her some pictures and text messages.
